state,city,locality,property_type,bhk,area_sqft,bathrooms,floor,total_floors,age_years,furnished,parking,balcony,price_inr
Uttar Pradesh,Prayagraj,Prayagraj Central,Apartment,5,2850,5,9,9,9,Semi-Furnished,2,3,23352573
Uttar Pradesh,Prayagraj,Prayagraj Central,Apartment,4,1380,5,10,13,19,Semi-Furnished,2,2,11955143
Uttar Pradesh,Prayagraj,Prayagraj Central,Independent House,2,1200,3,3,9,21,Unfurnished,1,0,10622689
Uttar Pradesh,Prayagraj,Prayagraj Central,Apartment,2,2900,1,9,9,9,Semi-Furnished,2,1,23762670
Uttar Pradesh,Prayagraj,Prayagraj Central,Apartment,1,1630,2,9,9,1,Semi-Furnished,1,1,14696695
Uttar Pradesh,Prayagraj,Prayagraj Central,Apartment,3,2450,4,13,13,13,Semi-Furnished,2,0,23274836
Uttar Pradesh,Prayagraj,Prayagraj Central,Apartment,3,1280,4,0,15,19,Unfurnished,2,0,9350103
Uttar Pradesh,Prayagraj,Prayagraj Central,Apartment,5,2690,5,11,11,5,Semi-Furnished,1,2,26767418
Uttar Pradesh,Prayagraj,Prayagraj Central,Independent House,1,1610,2,0,6,4,Semi-Furnished,0,1,13885122
Uttar Pradesh,Meerut,Meerut Central,Independent House,1,2710,2,12,15,10,Unfurnished,2,3,17363052
Uttar Pradesh,Meerut,Meerut Central,Apartment,2,650,1,1,4,1,Semi-Furnished,0,2,4280397
Uttar Pradesh,Meerut,Meerut Central,Independent House,5,2810,5,4,17,21,Semi-Furnished,0,1,24086689
Uttar Pradesh,Meerut,Meerut Central,Apartment,2,2920,3,10,10,12,Unfurnished,2,0,16792191
Uttar Pradesh,Meerut,Meerut Central,Independent House,5,1640,4,4,17,0,Semi-Furnished,2,1,14623430
Uttar Pradesh,Meerut,Meerut Central,Apartment,5,1310,5,13,13,23,Semi-Furnished,0,1,9663010
Uttar Pradesh,Meerut,Meerut Central,Independent House,1,1820,1,14,14,25,Unfurnished,0,0,7477939
Uttar Pradesh,Meerut,Meerut Central,Apartment,5,2250,5,14,14,17,Furnished,0,3,19670196
Uttar Pradesh,Meerut,Meerut Central,Apartment,5,640,4,1,6,20,Unfurnished,2,1,4723880
Uttar Pradesh,Meerut,Meerut Central,Independent House,5,2410,5,8,9,25,Semi-Furnished,1,1,17963276
Uttar Pradesh,Meerut,Meerut Central,Independent House,3,1590,3,12,12,19,Semi-Furnished,2,0,11233642
Uttar Pradesh,Meerut,Meerut Central,Independent House,3,2470,4,11,16,8,Unfurnished,1,2,16596671
Uttar Pradesh,Meerut,Meerut Central,Independent House,5,2570,5,11,11,0,Semi-Furnished,2,2,19735395
Uttar Pradesh,Meerut,Meerut Central,Apartment,2,780,3,4,10,17,Semi-Furnished,0,3,3766197
Uttar Pradesh,Meerut,Meerut Central,Villa,5,2570,5,11,16,21,Semi-Furnished,2,1,24388627
Uttar Pradesh,Meerut,Meerut Central,Apartment,1,2210,1,10,10,8,Semi-Furnished,2,3,13348611
Uttar Pradesh,Meerut,Meerut Central,Apartment,3,1010,4,12,12,20,Semi-Furnished,2,0,7522677
Uttar Pradesh,Meerut,Meerut Central,Independent House,3,2580,4,3,17,2,Unfurnished,1,1,18389485
Uttar Pradesh,Bareilly,Bareilly Central,Villa,1,1270,2,3,16,12,Unfurnished,1,2,9354921
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,3,1330,4,13,18,25,Unfurnished,2,2,9659041
Uttar Pradesh,Bareilly,Bareilly Central,Independent House,3,2140,3,13,13,0,Unfurnished,1,2,14072463
Uttar Pradesh,Bareilly,Bareilly Central,Independent House,5,1590,5,2,9,4,Semi-Furnished,1,0,12368441
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,5,680,5,1,8,5,Furnished,0,1,6183510
Uttar Pradesh,Bareilly,Bareilly Central,Independent House,4,910,4,5,9,14,Semi-Furnished,1,3,7532760
Uttar Pradesh,Bareilly,Bareilly Central,Independent House,1,2740,1,10,17,7,Furnished,2,0,19036492
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,3,2740,3,3,3,25,Semi-Furnished,0,1,19094446
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,2,2250,2,2,19,16,Unfurnished,1,2,15950495
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,4,2610,4,9,9,6,Semi-Furnished,2,2,25454675
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,4,2980,4,2,2,18,Semi-Furnished,2,1,31035036
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,1,2580,2,8,8,8,Semi-Furnished,0,2,20375454
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,2,560,1,14,14,18,Unfurnished,1,1,4852930
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,2,1700,1,4,6,9,Furnished,2,1,12630483
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,5,1160,5,4,17,16,Semi-Furnished,0,3,9740922
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,2,1730,3,15,16,20,Furnished,0,1,8601547
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,5,970,5,10,11,22,Semi-Furnished,1,3,8076974
Uttar Pradesh,Bareilly,Bareilly Central,Apartment,2,710,2,10,15,11,Furnished,1,2,4625550
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Independent House,5,1700,4,3,17,18,Semi-Furnished,2,1,13757824
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Apartment,2,1420,2,13,13,13,Semi-Furnished,1,1,12035267
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Independent House,4,1690,4,13,13,6,Semi-Furnished,1,1,15012324
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Apartment,5,1930,5,4,4,14,Furnished,0,2,19378191
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Apartment,5,2350,5,8,10,4,Semi-Furnished,2,2,21466291
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Apartment,2,1040,3,3,4,10,Semi-Furnished,0,2,9722245
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Apartment,1,2990,1,7,7,13,Unfurnished,0,2,20042516
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Independent House,2,750,2,12,14,11,Semi-Furnished,0,1,5875133
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Independent House,5,1820,5,1,10,8,Unfurnished,2,3,17518922
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Apartment,3,1170,4,14,14,10,Semi-Furnished,1,3,10345035
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Apartment,2,1590,3,2,2,12,Unfurnished,1,0,11459510
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Villa,4,1940,4,12,19,24,Semi-Furnished,1,2,19129724
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Apartment,4,2050,4,4,14,1,Furnished,2,1,16950930
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Apartment,2,1140,2,10,11,6,Furnished,2,1,9885783
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Independent House,1,1860,1,3,20,10,Furnished,1,1,12014996
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Apartment,5,1320,4,14,14,22,Unfurnished,2,1,11698745
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Independent House,1,2180,1,13,13,0,Unfurnished,0,3,15714236
Uttar Pradesh,Gorakhpur,Gorakhpur Central,Apartment,5,1450,5,2,15,18,Semi-Furnished,2,2,12913441
Uttar Pradesh,Mathura,Mathura Central,Apartment,5,2890,4,1,1,25,Unfurnished,1,3,20918248
Uttar Pradesh,Mathura,Mathura Central,Apartment,1,1120,1,12,12,17,Semi-Furnished,2,3,8871425
Uttar Pradesh,Mathura,Mathura Central,Independent House,5,1470,5,6,10,12,Unfurnished,0,3,11970992
Uttar Pradesh,Mathura,Mathura Central,Villa,4,2230,4,2,4,16,Semi-Furnished,2,1,21337389
Uttar Pradesh,Mathura,Mathura Central,Independent House,1,1850,1,4,20,4,Semi-Furnished,2,1,9747256
Uttar Pradesh,Mathura,Mathura Central,Apartment,4,2020,3,2,16,1,Unfurnished,2,2,17839208
Uttar Pradesh,Mathura,Mathura Central,Villa,3,3090,2,0,1,6,Unfurnished,1,2,23261745
Uttar Pradesh,Mathura,Mathura Central,Independent House,4,2880,5,11,14,6,Semi-Furnished,2,2,23552335
Uttar Pradesh,Mathura,Mathura Central,Apartment,3,2760,3,2,9,18,Semi-Furnished,2,1,18090180
Uttar Pradesh,Mathura,Mathura Central,Independent House,2,1570,1,10,10,24,Semi-Furnished,0,3,11618321
Uttar Pradesh,Mathura,Mathura Central,Apartment,4,2820,3,5,15,7,Semi-Furnished,1,2,23262067
Uttar Pradesh,Mathura,Mathura Central,Apartment,2,2580,3,8,17,5,Furnished,0,1,22112647
Uttar Pradesh,Mathura,Mathura Central,Villa,3,860,2,0,10,15,Semi-Furnished,2,3,8182972
Uttar Pradesh,Mathura,Mathura Central,Apartment,1,1170,1,11,11,5,Unfurnished,2,3,7290523
Uttar Pradesh,Mathura,Mathura Central,Apartment,3,2080,2,10,10,13,Semi-Furnished,1,1,18380044
Uttar Pradesh,Mathura,Mathura Central,Apartment,3,830,2,8,8,5,Unfurnished,2,0,7071620
Uttar Pradesh,Mathura,Mathura Central,Apartment,1,1740,1,9,9,12,Semi-Furnished,2,1,11591812
Uttar Pradesh,Mathura,Mathura Central,Villa,2,1500,1,6,6,8,Semi-Furnished,2,3,11440023
Uttar Pradesh,Aligarh,Aligarh Central,Villa,5,800,4,1,16,23,Unfurnished,1,2,5402953
Uttar Pradesh,Aligarh,Aligarh Central,Independent House,2,1510,1,13,13,13,Semi-Furnished,2,0,7718406
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,5,2380,5,12,12,13,Semi-Furnished,1,0,17950124
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,2,660,1,6,12,22,Unfurnished,1,2,3468281
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,2,1630,2,12,17,8,Furnished,0,3,10637290
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,4,2880,4,0,4,3,Semi-Furnished,1,1,20336663
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,1,1930,1,11,11,8,Unfurnished,1,2,9779074
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,2,1850,1,4,9,13,Unfurnished,2,2,9827109
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,2,2980,2,10,10,3,Semi-Furnished,2,0,16577001
Uttar Pradesh,Aligarh,Aligarh Central,Independent House,4,2330,5,0,18,8,Furnished,0,0,16437395
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,4,1590,4,8,16,2,Unfurnished,2,0,10569608
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,4,560,5,15,18,18,Semi-Furnished,1,0,3403053
Uttar Pradesh,Aligarh,Aligarh Central,Villa,1,860,1,3,8,14,Furnished,1,2,4836784
Uttar Pradesh,Aligarh,Aligarh Central,Independent House,4,1130,3,14,14,2,Semi-Furnished,2,1,7262776
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,4,2140,4,2,10,0,Semi-Furnished,0,2,14863110
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,4,1740,3,15,15,15,Semi-Furnished,1,1,8509668
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,1,2690,1,1,3,18,Semi-Furnished,1,3,12256181
Uttar Pradesh,Aligarh,Aligarh Central,Apartment,4,720,4,11,11,3,Semi-Furnished,2,3,5403240
Uttar Pradesh,Moradabad,Moradabad Central,Apartment,1,2950,1,8,8,7,Furnished,2,1,24949047
Uttar Pradesh,Moradabad,Moradabad Central,Apartment,3,2590,4,9,10,18,Semi-Furnished,0,1,17844127
Uttar Pradesh,Moradabad,Moradabad Central,Apartment,4,2780,4,14,16,8,Furnished,0,0,21110594
Uttar Pradesh,Moradabad,Moradabad Central,Independent House,2,650,2,7,8,6,Furnished,2,1,4831141
Uttar Pradesh,Moradabad,Moradabad Central,Villa,2,3160,3,6,6,6,Semi-Furnished,2,2,27631075
Uttar Pradesh,Moradabad,Moradabad Central,Apartment,4,1470,3,0,19,6,Semi-Furnished,2,2,11451050
Uttar Pradesh,Moradabad,Moradabad Central,Apartment,1,1170,2,8,8,14,Unfurnished,1,0,7588914
Uttar Pradesh,Moradabad,Moradabad Central,Apartment,5,2770,4,15,15,17,Semi-Furnished,0,2,21527415
Uttar Pradesh,Moradabad,Moradabad Central,Apartment,2,2600,1,6,6,7,Unfurnished,2,0,19912425
Uttar Pradesh,Moradabad,Moradabad Central,Independent House,4,1430,4,7,7,2,Semi-Furnished,1,3,11553237
Uttar Pradesh,Moradabad,Moradabad Central,Apartment,4,870,4,3,8,1,Furnished,2,0,8868891
Uttar Pradesh,Moradabad,Moradabad Central,Apartment,1,2430,1,11,11,14,Semi-Furnished,2,1,17432820
Uttar Pradesh,Moradabad,Moradabad Central,Independent House,5,2540,5,5,8,17,Semi-Furnished,0,2,25664878
Uttar Pradesh,Moradabad,Moradabad Central,Independent House,2,920,1,5,10,19,Semi-Furnished,2,1,6466275
Uttar Pradesh,Moradabad,Moradabad Central,Independent House,2,870,2,11,11,12,Semi-Furnished,1,0,5497457
Uttar Pradesh,Moradabad,Moradabad Central,Independent House,5,1630,5,13,13,1,Furnished,1,1,14213715
Uttar Pradesh,Moradabad,Moradabad Central,Apartment,1,1270,1,2,13,13,Semi-Furnished,0,1,7702677
Uttar Pradesh,Moradabad,Moradabad Central,Apartment,1,1500,2,2,7,10,Semi-Furnished,2,2,9780308
Uttarakhand,Dehradun,Dehradun Central,Villa,4,1900,4,6,7,0,Unfurnished,1,3,24096409
Uttarakhand,Dehradun,Dehradun Central,Apartment,1,2180,1,12,14,3,Furnished,1,1,21848395
Uttarakhand,Dehradun,Dehradun Central,Villa,4,2610,4,12,12,14,Semi-Furnished,0,1,39895456
Uttarakhand,Dehradun,Dehradun Central,Apartment,5,1400,4,10,17,11,Unfurnished,2,0,13315131
Uttarakhand,Dehradun,Dehradun Central,Apartment,4,2330,3,0,12,1,Furnished,1,1,24583123
Uttarakhand,Dehradun,Dehradun Central,Apartment,1,3060,2,13,13,24,Semi-Furnished,0,1,30167944
Uttarakhand,Dehradun,Dehradun Central,Independent House,2,2740,1,10,10,5,Furnished,1,0,31430522
Uttarakhand,Dehradun,Dehradun Central,Apartment,2,1000,3,12,12,11,Unfurnished,2,1,10529608
Uttarakhand,Dehradun,Dehradun Central,Independent House,4,1010,3,4,8,1,Furnished,2,3,11103295
Uttarakhand,Dehradun,Dehradun Central,Independent House,1,2730,2,3,19,9,Semi-Furnished,2,1,20792519
Uttarakhand,Dehradun,Dehradun Central,Villa,3,2470,2,1,18,2,Semi-Furnished,0,1,25501071
Uttarakhand,Dehradun,Dehradun Central,Apartment,3,1380,4,8,8,25,Semi-Furnished,2,2,11523345
Uttarakhand,Dehradun,Dehradun Central,Apartment,2,2850,3,7,14,12,Furnished,0,1,31745957
Uttarakhand,Dehradun,Dehradun Central,Apartment,5,1100,4,14,14,22,Semi-Furnished,1,3,12176397
Uttarakhand,Dehradun,Dehradun Central,Independent House,4,2800,5,0,4,24,Semi-Furnished,0,3,33547669
Uttarakhand,Dehradun,Dehradun Central,Apartment,1,2750,1,8,13,0,Semi-Furnished,1,3,27177455
Uttarakhand,Dehradun,Dehradun Central,Apartment,1,1010,1,9,9,0,Unfurnished,2,1,9590874
Uttarakhand,Dehradun,Dehradun Central,Apartment,5,2650,5,4,8,10,Semi-Furnished,0,1,35527118
Uttarakhand,Haridwar,Haridwar Central,Villa,2,3120,2,8,8,15,Unfurnished,1,0,31927037
Uttarakhand,Haridwar,Haridwar Central,Villa,1,1970,1,15,15,5,Semi-Furnished,0,2,17570279
Uttarakhand,Haridwar,Haridwar Central,Apartment,5,2090,5,6,12,1,Semi-Furnished,0,0,21854066
Uttarakhand,Haridwar,Haridwar Central,Apartment,1,1880,1,7,9,25,Semi-Furnished,2,1,13037703
Uttarakhand,Haridwar,Haridwar Central,Independent House,1,840,1,13,19,5,Unfurnished,1,2,7356608
Uttarakhand,Haridwar,Haridwar Central,Independent House,2,1280,2,7,16,7,Unfurnished,1,3,13968678
Uttarakhand,Haridwar,Haridwar Central,Independent House,3,690,4,10,18,4,Unfurnished,1,0,6165515
Uttarakhand,Haridwar,Haridwar Central,Independent House,2,730,1,0,4,19,Unfurnished,0,0,7654294
Uttarakhand,Haridwar,Haridwar Central,Apartment,2,640,2,0,8,22,Semi-Furnished,1,1,5248638
Uttarakhand,Haridwar,Haridwar Central,Independent House,3,2630,4,8,20,5,Furnished,1,1,28201093
Uttarakhand,Haridwar,Haridwar Central,Apartment,1,660,1,7,9,0,Semi-Furnished,0,2,6071696
Uttarakhand,Haridwar,Haridwar Central,Apartment,1,2850,1,7,13,18,Semi-Furnished,0,3,22824754
Uttarakhand,Haridwar,Haridwar Central,Apartment,4,560,5,8,8,12,Semi-Furnished,2,1,4857130
Uttarakhand,Haridwar,Haridwar Central,Independent House,5,1660,4,7,7,17,Unfurnished,2,2,16321396
Uttarakhand,Haridwar,Haridwar Central,Apartment,1,2190,1,12,18,15,Semi-Furnished,1,0,20219675
Uttarakhand,Haridwar,Haridwar Central,Independent House,4,1490,4,2,13,14,Semi-Furnished,1,3,12879051
Uttarakhand,Haridwar,Haridwar Central,Apartment,4,1910,5,2,4,25,Semi-Furnished,2,0,17953954
Uttarakhand,Haridwar,Haridwar Central,Apartment,5,1120,5,15,15,8,Unfurnished,2,2,10331987
Uttarakhand,Rishikesh,Rishikesh Central,Apartment,1,1200,1,10,10,18,Semi-Furnished,2,3,8691416
Uttarakhand,Rishikesh,Rishikesh Central,Independent House,3,2990,3,1,2,6,Unfurnished,0,1,27605489
Uttarakhand,Rishikesh,Rishikesh Central,Apartment,4,2070,3,0,6,24,Furnished,1,0,17965488
Uttarakhand,Rishikesh,Rishikesh Central,Independent House,3,1350,3,15,15,23,Semi-Furnished,0,0,11453941
Uttarakhand,Rishikesh,Rishikesh Central,Apartment,1,2640,1,15,15,9,Semi-Furnished,0,0,21584051
Uttarakhand,Rishikesh,Rishikesh Central,Apartment,1,1400,2,7,8,19,Semi-Furnished,2,3,13076895
Uttarakhand,Rishikesh,Rishikesh Central,Apartment,2,2850,3,10,10,7,Unfurnished,2,3,24347295
Uttarakhand,Rishikesh,Rishikesh Central,Apartment,1,910,1,8,8,21,Unfurnished,0,3,6569988
Uttarakhand,Rishikesh,Rishikesh Central,Apartment,1,2880,2,8,11,12,Semi-Furnished,2,0,18684370
Uttarakhand,Rishikesh,Rishikesh Central,Independent House,5,2080,4,9,9,3,Semi-Furnished,1,3,19078617
Uttarakhand,Rishikesh,Rishikesh Central,Apartment,2,700,1,11,14,10,Semi-Furnished,2,1,5569146
Uttarakhand,Rishikesh,Rishikesh Central,Villa,1,560,1,3,15,20,Semi-Furnished,0,1,6124435
Uttarakhand,Rishikesh,Rishikesh Central,Independent House,1,2780,2,8,8,0,Semi-Furnished,2,0,24749565
Uttarakhand,Rishikesh,Rishikesh Central,Apartment,4,1500,3,4,12,12,Semi-Furnished,0,2,16794505
Uttarakhand,Rishikesh,Rishikesh Central,Apartment,2,1920,3,4,8,15,Furnished,1,2,13844484
Uttarakhand,Rishikesh,Rishikesh Central,Apartment,2,2370,3,9,18,7,Semi-Furnished,2,3,22645621
Uttarakhand,Rishikesh,Rishikesh Central,Independent House,4,550,5,0,6,23,Furnished,2,3,4688379
Uttarakhand,Rishikesh,Rishikesh Central,Apartment,3,2820,4,4,13,6,Semi-Furnished,2,1,29781029
Uttarakhand,Haldwani,Haldwani Central,Apartment,3,2890,2,4,20,16,Semi-Furnished,2,2,23716708
Uttarakhand,Haldwani,Haldwani Central,Apartment,1,710,1,13,13,12,Furnished,0,0,6210374
Uttarakhand,Haldwani,Haldwani Central,Apartment,2,590,1,7,7,9,Unfurnished,1,3,5449412
Uttarakhand,Haldwani,Haldwani Central,Apartment,1,2570,2,3,10,22,Furnished,1,0,22200030
Uttarakhand,Haldwani,Haldwani Central,Apartment,1,1880,1,7,10,1,Semi-Furnished,0,0,14656665
Uttarakhand,Haldwani,Haldwani Central,Apartment,4,1070,4,8,13,2,Semi-Furnished,0,2,11268597
Uttarakhand,Haldwani,Haldwani Central,Apartment,5,1960,5,4,9,7,Semi-Furnished,0,3,22362699
Uttarakhand,Haldwani,Haldwani Central,Apartment,1,3050,1,6,12,7,Unfurnished,0,0,28926625
Uttarakhand,Haldwani,Haldwani Central,Independent House,2,1300,3,14,14,17,Furnished,0,3,10068692
Uttarakhand,Haldwani,Haldwani Central,Apartment,3,2830,4,14,14,19,Furnished,0,2,22159682
Uttarakhand,Haldwani,Haldwani Central,Apartment,1,960,1,7,18,12,Semi-Furnished,0,0,8823209
Uttarakhand,Haldwani,Haldwani Central,Apartment,4,1410,3,10,20,21,Semi-Furnished,2,0,13168074
Uttarakhand,Haldwani,Haldwani Central,Independent House,5,2580,4,0,18,19,Semi-Furnished,2,0,30384177
Uttarakhand,Haldwani,Haldwani Central,Apartment,5,3100,4,4,6,25,Semi-Furnished,1,3,26594521
Uttarakhand,Haldwani,Haldwani Central,Apartment,1,1240,1,9,13,19,Furnished,1,2,8806063
Uttarakhand,Haldwani,Haldwani Central,Apartment,1,2440,1,6,20,16,Semi-Furnished,2,2,21739420
Uttarakhand,Haldwani,Haldwani Central,Apartment,4,1690,3,0,15,21,Semi-Furnished,1,2,14910053
Uttarakhand,Haldwani,Haldwani Central,Independent House,4,1130,3,0,11,19,Furnished,2,2,11730550
Uttarakhand,Nainital,Nainital Central,Apartment,4,970,3,8,8,8,Furnished,2,2,10586106
Uttarakhand,Nainital,Nainital Central,Villa,3,2290,2,8,19,18,Semi-Furnished,2,2,26106280
Uttarakhand,Nainital,Nainital Central,Apartment,3,2490,3,9,12,14,Semi-Furnished,1,2,22769469
Uttarakhand,Nainital,Nainital Central,Apartment,2,2280,2,3,12,13,Unfurnished,2,1,27118187
Uttarakhand,Nainital,Nainital Central,Apartment,3,2620,2,12,15,18,Furnished,0,3,28085706
Uttarakhand,Nainital,Nainital Central,Apartment,3,2180,4,6,6,5,Unfurnished,2,3,22377194
Uttarakhand,Nainital,Nainital Central,Villa,4,1850,4,3,11,7,Semi-Furnished,2,3,22843436
Uttarakhand,Nainital,Nainital Central,Apartment,1,2130,1,14,14,25,Unfurnished,0,0,20301752
Uttarakhand,Nainital,Nainital Central,Independent House,1,1770,1,1,7,24,Furnished,0,0,13262659
Uttarakhand,Nainital,Nainital Central,Apartment,5,2820,5,2,11,15,Unfurnished,0,2,29014869
Uttarakhand,Nainital,Nainital Central,Independent House,1,760,1,1,4,11,Furnished,1,3,6356701
Uttarakhand,Nainital,Nainital Central,Apartment,5,2300,5,11,11,25,Unfurnished,0,3,25603917
Uttarakhand,Nainital,Nainital Central,Apartment,4,1420,4,9,17,21,Unfurnished,0,1,14465171
Uttarakhand,Nainital,Nainital Central,Apartment,1,1630,2,14,14,12,Unfurnished,2,0,17301491
Uttarakhand,Nainital,Nainital Central,Independent House,3,570,2,4,8,4,Unfurnished,2,2,6306731
Uttarakhand,Nainital,Nainital Central,Apartment,2,1100,3,8,11,10,Semi-Furnished,0,3,11359740
Uttarakhand,Nainital,Nainital Central,Apartment,1,720,2,9,9,9,Semi-Furnished,0,1,6636682
Uttarakhand,Nainital,Nainital Central,Apartment,5,2000,5,4,15,10,Unfurnished,0,0,25500609
Uttarakhand,Roorkee,Roorkee Central,Apartment,5,1920,5,11,11,6,Semi-Furnished,0,0,14842380
Uttarakhand,Roorkee,Roorkee Central,Apartment,1,890,2,6,11,5,Semi-Furnished,0,0,5450647
Uttarakhand,Roorkee,Roorkee Central,Independent House,4,1240,4,9,10,24,Semi-Furnished,1,1,9921016
Uttarakhand,Roorkee,Roorkee Central,Independent House,3,2970,3,12,12,5,Semi-Furnished,2,0,23563938
Uttarakhand,Roorkee,Roorkee Central,Apartment,2,1670,1,0,10,23,Semi-Furnished,0,1,11740482
Uttarakhand,Roorkee,Roorkee Central,Independent House,1,2130,1,10,11,20,Semi-Furnished,2,3,16048669
Uttarakhand,Roorkee,Roorkee Central,Apartment,3,2130,2,11,11,20,Semi-Furnished,2,0,12531332
Uttarakhand,Roorkee,Roorkee Central,Apartment,3,1370,3,11,11,10,Semi-Furnished,1,1,10112577
Uttarakhand,Roorkee,Roorkee Central,Apartment,4,3170,3,10,13,12,Furnished,1,3,23396647
Uttarakhand,Roorkee,Roorkee Central,Apartment,4,2460,3,8,11,18,Semi-Furnished,2,3,26198979
Uttarakhand,Roorkee,Roorkee Central,Independent House,4,1090,4,10,17,15,Furnished,2,2,9644934
Uttarakhand,Roorkee,Roorkee Central,Apartment,2,850,1,15,15,8,Furnished,0,2,7841459
Uttarakhand,Roorkee,Roorkee Central,Apartment,1,2440,1,4,10,16,Unfurnished,2,1,19676696
Uttarakhand,Roorkee,Roorkee Central,Villa,2,1900,3,7,7,3,Unfurnished,1,0,15556578
Uttarakhand,Roorkee,Roorkee Central,Villa,1,1130,2,12,16,2,Unfurnished,0,3,9581613
Uttarakhand,Roorkee,Roorkee Central,Villa,3,2860,4,8,8,6,Semi-Furnished,1,0,28954626
Uttarakhand,Roorkee,Roorkee Central,Apartment,3,1280,3,14,14,17,Semi-Furnished,1,3,10236149
Uttarakhand,Roorkee,Roorkee Central,Apartment,2,1660,2,0,19,24,Semi-Furnished,2,3,12541194
Uttarakhand,Rudrapur,Rudrapur Central,Independent House,2,2760,2,0,8,1,Semi-Furnished,0,1,20333380
Uttarakhand,Rudrapur,Rudrapur Central,Apartment,3,1360,4,12,17,22,Semi-Furnished,2,0,12000377
Uttarakhand,Rudrapur,Rudrapur Central,Apartment,1,2030,1,10,10,11,Semi-Furnished,0,2,14013709
Uttarakhand,Rudrapur,Rudrapur Central,Villa,2,850,2,12,12,12,Semi-Furnished,2,1,6396930
Uttarakhand,Rudrapur,Rudrapur Central,Apartment,3,2190,2,8,13,21,Semi-Furnished,0,3,14584044
Uttarakhand,Rudrapur,Rudrapur Central,Apartment,4,2380,4,6,6,11,Semi-Furnished,1,3,16428065
Uttarakhand,Rudrapur,Rudrapur Central,Independent House,3,2150,3,7,18,3,Unfurnished,2,0,19204991
Uttarakhand,Rudrapur,Rudrapur Central,Apartment,2,2830,1,6,19,18,Semi-Furnished,1,3,18589118
Uttarakhand,Rudrapur,Rudrapur Central,Apartment,4,2700,3,6,15,5,Semi-Furnished,0,2,19878855
Uttarakhand,Rudrapur,Rudrapur Central,Apartment,5,2020,5,10,16,16,Semi-Furnished,1,1,16086630
Uttarakhand,Rudrapur,Rudrapur Central,Apartment,1,2590,1,6,7,8,Unfurnished,2,1,19072442
Uttarakhand,Rudrapur,Rudrapur Central,Independent House,3,2760,2,2,7,17,Furnished,2,3,19767899
Uttarakhand,Rudrapur,Rudrapur Central,Independent House,2,2260,3,14,14,1,Unfurnished,0,1,16773485
Uttarakhand,Rudrapur,Rudrapur Central,Apartment,4,1200,4,14,14,15,Semi-Furnished,0,1,12308488
Uttarakhand,Rudrapur,Rudrapur Central,Apartment,4,1670,4,10,16,3,Semi-Furnished,0,2,15372716
Uttarakhand,Rudrapur,Rudrapur Central,Independent House,3,1100,2,14,14,4,Furnished,1,1,10629980
Uttarakhand,Rudrapur,Rudrapur Central,Villa,2,2360,1,9,20,10,Unfurnished,0,0,22383647
Uttarakhand,Rudrapur,Rudrapur Central,Villa,5,1210,4,9,9,8,Semi-Furnished,0,3,13783681
West Bengal,Kolkata,Kolkata Central,Apartment,2,740,1,4,4,3,Furnished,0,2,4504544
West Bengal,Kolkata,Kolkata Central,Independent House,2,1130,3,12,12,10,Semi-Furnished,1,0,8185209
West Bengal,Kolkata,Kolkata Central,Apartment,4,2130,4,13,13,17,Semi-Furnished,1,2,12249988
